service_date,route_id,observed_service_hours,total_observations,observation_cv,coverage_band,stability_band,valid_row_percentage,eligibility_status
2026-05-18,6651,7,3451,0.4653,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6652,7,1886,0.2946,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6654,7,2065,0.1826,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6657,7,3159,0.0417,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6658,7,2017,0.2219,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6659,7,1753,0.0775,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6660,7,1945,0.3869,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6661,7,1612,0.2965,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6662,7,1575,0.0316,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6663,7,1899,0.0889,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6664,7,1633,0.4358,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6665,7,2046,0.4648,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6666,7,2432,0.3251,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6667,7,6095,0.3557,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6668,7,1719,0.1717,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6672,4,1374,0.5459,Low Coverage,Moderate,100.0,Not Eligible
2026-05-18,6673,7,1877,0.357,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6674,7,1411,0.1868,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6675,7,891,0.3587,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6676,7,1833,0.1255,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6677,7,2035,0.2411,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6678,7,1317,0.3289,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6679,7,2585,0.4608,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6680,7,1935,0.6246,Low Coverage,Moderate,100.0,Not Eligible
2026-05-18,6682,7,4319,0.4239,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6685,7,1464,0.418,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6687,7,5608,0.4595,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6688,7,872,0.205,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6689,7,718,0.0661,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6690,7,659,0.2896,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6691,7,607,0.5646,Low Coverage,Moderate,100.0,Not Eligible
2026-05-18,6692,7,2458,0.3604,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6693,7,5432,0.526,Low Coverage,Moderate,100.0,Not Eligible
2026-05-18,6698,7,2331,0.4304,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6700,7,1917,0.3619,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6701,7,546,0.1184,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6702,7,1672,0.4409,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6703,7,5017,0.0817,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6704,7,4277,0.3867,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6705,7,8385,0.2563,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6706,7,5923,0.2462,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6707,7,2307,0.3848,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6708,7,1821,0.5121,Low Coverage,Moderate,100.0,Not Eligible
2026-05-18,6709,6,899,0.5108,Low Coverage,Moderate,100.0,Not Eligible
2026-05-18,6712,7,7348,0.1989,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6713,7,1810,0.3388,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6715,7,5313,0.3058,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6722,7,2045,0.34,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6723,7,1535,0.1302,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6724,7,3593,0.3841,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6725,7,1422,0.298,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6726,7,2012,0.3465,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6727,7,3098,0.1942,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6728,7,5500,0.206,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6730,7,3789,0.6003,Low Coverage,Moderate,100.0,Not Eligible
2026-05-18,6737,7,4073,0.3804,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6738,7,6661,0.1164,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6741,7,4422,0.4714,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6747,7,3518,0.3969,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6748,7,2432,0.1523,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6749,7,4765,0.2986,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6776,6,421,0.1986,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6779,2,130,0.087,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6780,7,810,0.5932,Low Coverage,Moderate,100.0,Not Eligible
2026-05-18,6790,7,978,0.2247,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6796,7,1642,0.0042,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6799,4,564,0.4847,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6800,4,533,0.5114,Low Coverage,Moderate,100.0,Not Eligible
2026-05-18,6806,7,988,0.1383,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6811,6,700,0.2633,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6817,7,1952,0.356,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6818,7,874,0.1367,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6819,7,3672,0.4372,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6821,7,4719,0.3933,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6822,6,1617,0.4283,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6823,3,252,0.6804,Low Coverage,Moderate,100.0,Not Eligible
2026-05-18,6825,2,210,0.1616,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6828,3,654,0.1271,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6837,2,204,1.1369,Low Coverage,Volatile,100.0,Not Eligible
2026-05-18,6841,1,34,0.0,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,6843,4,281,0.5433,Low Coverage,Moderate,100.0,Not Eligible
2026-05-18,6844,4,277,0.3266,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,7321,7,3513,0.4988,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,7322,6,214,0.398,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,7509,4,751,0.3435,Low Coverage,Stable,100.0,Not Eligible
2026-05-18,8290,7,1978,0.3073,Low Coverage,Stable,100.0,Not Eligible
2026-05-19,10232,15,1557,0.4624,Medium Coverage,Stable,100.0,Eligible
2026-05-19,11201,20,13523,0.643,High Coverage,Moderate,100.0,Eligible
2026-05-19,11692,21,13488,0.6032,High Coverage,Moderate,100.0,Eligible
2026-05-19,11693,19,10068,0.5,High Coverage,Stable,100.0,Eligible
2026-05-19,11696,20,6846,0.3903,High Coverage,Stable,100.0,Eligible
2026-05-19,12940,22,6557,0.5453,High Coverage,Moderate,100.0,Eligible
2026-05-19,13684,13,1865,0.4857,Medium Coverage,Stable,100.0,Eligible
2026-05-19,16717,8,2544,0.5666,Low Coverage,Moderate,100.0,Not Eligible
2026-05-19,16718,24,23716,0.6716,High Coverage,Moderate,100.0,Eligible
2026-05-19,16719,21,3763,0.6008,High Coverage,Moderate,100.0,Eligible
2026-05-19,17707,19,6573,0.4515,High Coverage,Stable,100.0,Eligible
2026-05-19,18213,6,440,0.6573,Low Coverage,Moderate,100.0,Not Eligible
2026-05-19,18705,21,11638,0.6029,High Coverage,Moderate,100.0,Eligible
2026-05-19,20667,20,7389,0.5925,High Coverage,Moderate,100.0,Eligible
2026-05-19,22638,22,8063,0.59,High Coverage,Moderate,100.0,Eligible
2026-05-19,22639,17,2866,0.4989,Medium Coverage,Stable,100.0,Eligible
2026-05-19,23384,22,32192,0.5681,High Coverage,Moderate,100.0,Eligible
2026-05-19,29038,21,13256,0.5838,High Coverage,Moderate,100.0,Eligible
2026-05-19,29039,2,90,0.6285,Low Coverage,Moderate,100.0,Not Eligible
2026-05-19,29040,2,52,1.0879,Low Coverage,Volatile,100.0,Not Eligible
2026-05-19,30036,20,3180,0.5938,High Coverage,Moderate,100.0,Eligible
2026-05-19,30037,22,3896,0.7321,High Coverage,Moderate,100.0,Eligible
2026-05-19,30038,21,5674,0.6972,High Coverage,Moderate,100.0,Eligible
2026-05-19,30039,21,6375,0.6687,High Coverage,Moderate,100.0,Eligible
2026-05-19,30040,21,6303,0.6578,High Coverage,Moderate,100.0,Eligible
2026-05-19,30041,11,2723,0.8272,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-19,30043,20,8852,0.44,High Coverage,Stable,100.0,Eligible
2026-05-19,30044,19,2189,0.4787,High Coverage,Stable,100.0,Eligible
2026-05-19,30045,17,4411,0.468,Medium Coverage,Stable,100.0,Eligible
2026-05-19,30046,21,8969,0.4544,High Coverage,Stable,100.0,Eligible
2026-05-19,30047,18,3687,0.4563,High Coverage,Stable,100.0,Eligible
2026-05-19,30048,19,3140,0.5308,High Coverage,Moderate,100.0,Eligible
2026-05-19,30049,19,4632,0.5892,High Coverage,Moderate,100.0,Eligible
2026-05-19,30050,20,4516,0.4963,High Coverage,Stable,100.0,Eligible
2026-05-19,30051,19,2063,0.4695,High Coverage,Stable,100.0,Eligible
2026-05-19,30055,20,9929,0.4692,High Coverage,Stable,100.0,Eligible
2026-05-19,30584,20,3559,0.4683,High Coverage,Stable,100.0,Eligible
2026-05-19,31816,16,2833,0.5099,Medium Coverage,Moderate,100.0,Eligible
2026-05-19,31817,16,2892,0.4737,Medium Coverage,Stable,100.0,Eligible
2026-05-19,31818,14,1264,0.4944,Medium Coverage,Stable,100.0,Eligible
2026-05-19,31819,20,5127,0.4509,High Coverage,Stable,100.0,Eligible
2026-05-19,31821,18,2336,0.594,High Coverage,Moderate,100.0,Eligible
2026-05-19,31822,17,2601,0.6214,Medium Coverage,Moderate,100.0,Eligible
2026-05-19,32799,23,9702,0.5607,High Coverage,Moderate,100.0,Eligible
2026-05-19,33292,20,6468,0.5422,High Coverage,Moderate,100.0,Eligible
2026-05-19,33538,20,4957,0.4539,High Coverage,Stable,100.0,Eligible
2026-05-19,34042,19,2791,0.6682,High Coverage,Moderate,100.0,Eligible
2026-05-19,34043,17,3203,0.6077,Medium Coverage,Moderate,100.0,Eligible
2026-05-19,34540,18,1885,0.4119,High Coverage,Stable,100.0,Eligible
2026-05-19,34541,18,2357,0.425,High Coverage,Stable,100.0,Eligible
2026-05-19,34542,23,10818,0.4707,High Coverage,Stable,100.0,Eligible
2026-05-19,34543,23,8869,0.6239,High Coverage,Moderate,100.0,Eligible
2026-05-19,36799,21,3627,0.712,High Coverage,Moderate,100.0,Eligible
2026-05-19,37807,23,25158,0.6614,High Coverage,Moderate,100.0,Eligible
2026-05-19,37808,23,17194,0.5221,High Coverage,Moderate,100.0,Eligible
2026-05-19,37809,21,13777,0.4975,High Coverage,Stable,100.0,Eligible
2026-05-19,37810,22,39005,0.7173,High Coverage,Moderate,100.0,Eligible
2026-05-19,38311,23,12805,0.536,High Coverage,Moderate,100.0,Eligible
2026-05-19,39304,18,3758,0.573,High Coverage,Moderate,100.0,Eligible
2026-05-19,39305,11,8558,0.6655,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-19,39307,21,6474,0.6156,High Coverage,Moderate,100.0,Eligible
2026-05-19,40855,23,5338,0.4071,High Coverage,Stable,100.0,Eligible
2026-05-19,45596,14,2578,0.4383,Medium Coverage,Stable,100.0,Eligible
2026-05-19,46099,20,3469,0.4893,High Coverage,Stable,100.0,Eligible
2026-05-19,46604,22,18733,0.4676,High Coverage,Stable,100.0,Eligible
2026-05-19,48855,15,2624,0.3877,Medium Coverage,Stable,100.0,Eligible
2026-05-19,6612,22,15315,0.5253,High Coverage,Moderate,100.0,Eligible
2026-05-19,6613,23,15615,0.5609,High Coverage,Moderate,100.0,Eligible
2026-05-19,6614,20,18478,0.5565,High Coverage,Moderate,100.0,Eligible
2026-05-19,6615,22,11730,0.6724,High Coverage,Moderate,100.0,Eligible
2026-05-19,6616,21,11606,0.6175,High Coverage,Moderate,100.0,Eligible
2026-05-19,6617,21,22940,0.489,High Coverage,Stable,100.0,Eligible
2026-05-19,6618,23,15252,0.5222,High Coverage,Moderate,100.0,Eligible
2026-05-19,6619,23,22278,0.6046,High Coverage,Moderate,100.0,Eligible
2026-05-19,6620,23,17178,0.5027,High Coverage,Moderate,100.0,Eligible
2026-05-19,6621,23,8007,0.5492,High Coverage,Moderate,100.0,Eligible
2026-05-19,6622,23,34468,0.6641,High Coverage,Moderate,100.0,Eligible
2026-05-19,6623,22,13881,0.5047,High Coverage,Moderate,100.0,Eligible
2026-05-19,6624,23,25266,0.5931,High Coverage,Moderate,100.0,Eligible
2026-05-19,6625,23,19520,0.5233,High Coverage,Moderate,100.0,Eligible
2026-05-19,6626,22,18070,0.5739,High Coverage,Moderate,100.0,Eligible
2026-05-19,6627,20,29961,0.6106,High Coverage,Moderate,100.0,Eligible
2026-05-19,6628,22,8443,0.5902,High Coverage,Moderate,100.0,Eligible
2026-05-19,6629,19,5738,0.5154,High Coverage,Moderate,100.0,Eligible
2026-05-19,6630,22,10930,0.4904,High Coverage,Stable,100.0,Eligible
2026-05-19,6631,19,3694,0.5347,High Coverage,Moderate,100.0,Eligible
2026-05-19,6633,24,14219,0.5183,High Coverage,Moderate,100.0,Eligible
2026-05-19,6635,14,7964,0.6594,Medium Coverage,Moderate,100.0,Eligible
2026-05-19,6636,21,40522,0.6822,High Coverage,Moderate,100.0,Eligible
2026-05-19,6637,23,8628,0.5119,High Coverage,Moderate,100.0,Eligible
2026-05-19,6638,19,10576,0.5682,High Coverage,Moderate,100.0,Eligible
2026-05-19,6641,23,43439,0.7873,High Coverage,Moderate,100.0,Eligible
2026-05-19,6642,23,21021,0.6269,High Coverage,Moderate,100.0,Eligible
2026-05-19,6643,21,7549,0.6222,High Coverage,Moderate,100.0,Eligible
2026-05-19,6644,21,7255,0.7083,High Coverage,Moderate,100.0,Eligible
2026-05-19,6645,23,12581,0.618,High Coverage,Moderate,100.0,Eligible
2026-05-19,6646,23,10327,0.6207,High Coverage,Moderate,100.0,Eligible
2026-05-19,6647,21,6497,0.4838,High Coverage,Stable,100.0,Eligible
2026-05-19,6648,20,10693,0.7251,High Coverage,Moderate,100.0,Eligible
2026-05-19,6649,23,13710,0.6337,High Coverage,Moderate,100.0,Eligible
2026-05-19,6650,20,8086,0.5902,High Coverage,Moderate,100.0,Eligible
2026-05-19,6651,21,18197,0.6309,High Coverage,Moderate,100.0,Eligible
2026-05-19,6652,19,5671,0.3257,High Coverage,Stable,100.0,Eligible
2026-05-19,6654,22,5937,0.4966,High Coverage,Stable,100.0,Eligible
2026-05-19,6656,15,2699,0.4785,Medium Coverage,Stable,100.0,Eligible
2026-05-19,6657,21,13419,0.5521,High Coverage,Moderate,100.0,Eligible
2026-05-19,6658,20,6951,0.5042,High Coverage,Moderate,100.0,Eligible
2026-05-19,6659,21,4391,0.4008,High Coverage,Stable,100.0,Eligible
2026-05-19,6660,21,7577,0.6625,High Coverage,Moderate,100.0,Eligible
2026-05-19,6661,20,7207,0.5922,High Coverage,Moderate,100.0,Eligible
2026-05-19,6662,20,7010,0.554,High Coverage,Moderate,100.0,Eligible
2026-05-19,6663,20,5881,0.4506,High Coverage,Stable,100.0,Eligible
2026-05-19,6664,21,6414,0.4596,High Coverage,Stable,100.0,Eligible
2026-05-19,6665,19,5439,0.348,High Coverage,Stable,100.0,Eligible
2026-05-19,6666,21,9349,0.6028,High Coverage,Moderate,100.0,Eligible
2026-05-19,6667,22,18957,0.5381,High Coverage,Moderate,100.0,Eligible
2026-05-19,6668,20,4457,0.3983,High Coverage,Stable,100.0,Eligible
2026-05-19,6672,16,9766,0.5744,Medium Coverage,Moderate,100.0,Eligible
2026-05-19,6673,22,8674,0.7262,High Coverage,Moderate,100.0,Eligible
2026-05-19,6674,20,3432,0.4415,High Coverage,Stable,100.0,Eligible
2026-05-19,6675,19,2996,0.6594,High Coverage,Moderate,100.0,Eligible
2026-05-19,6676,21,5885,0.5591,High Coverage,Moderate,100.0,Eligible
2026-05-19,6677,20,6037,0.5826,High Coverage,Moderate,100.0,Eligible
2026-05-19,6678,21,4891,0.6247,High Coverage,Moderate,100.0,Eligible
2026-05-19,6679,19,6549,0.5001,High Coverage,Moderate,100.0,Eligible
2026-05-19,6680,18,5591,0.5791,High Coverage,Moderate,100.0,Eligible
2026-05-19,6682,20,18132,0.5531,High Coverage,Moderate,100.0,Eligible
2026-05-19,6683,10,2755,0.7333,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-19,6685,20,6608,0.7024,High Coverage,Moderate,100.0,Eligible
2026-05-19,6686,8,924,0.5369,Low Coverage,Moderate,100.0,Not Eligible
2026-05-19,6687,21,22185,0.6067,High Coverage,Moderate,100.0,Eligible
2026-05-19,6688,19,2810,0.5545,High Coverage,Moderate,100.0,Eligible
2026-05-19,6689,18,2458,0.4824,High Coverage,Stable,100.0,Eligible
2026-05-19,6690,18,3440,0.7046,High Coverage,Moderate,100.0,Eligible
2026-05-19,6691,18,2741,0.7928,High Coverage,Moderate,100.0,Eligible
2026-05-19,6692,21,9983,0.4797,High Coverage,Stable,100.0,Eligible
2026-05-19,6693,21,10017,0.6073,High Coverage,Moderate,100.0,Eligible
2026-05-19,6698,20,12203,0.5412,High Coverage,Moderate,100.0,Eligible
2026-05-19,6699,11,2688,0.4618,Medium Coverage,Stable,100.0,Not Eligible
2026-05-19,6700,21,7600,0.5021,High Coverage,Moderate,100.0,Eligible
2026-05-19,6701,20,3875,0.6379,High Coverage,Moderate,100.0,Eligible
2026-05-19,6702,19,5675,0.5508,High Coverage,Moderate,100.0,Eligible
2026-05-19,6703,22,16172,0.443,High Coverage,Stable,100.0,Eligible
2026-05-19,6704,23,16503,0.6683,High Coverage,Moderate,100.0,Eligible
2026-05-19,6705,24,31043,0.6456,High Coverage,Moderate,100.0,Eligible
2026-05-19,6706,22,19553,0.5454,High Coverage,Moderate,100.0,Eligible
2026-05-19,6707,21,10006,0.6289,High Coverage,Moderate,100.0,Eligible
2026-05-19,6708,20,7406,0.5588,High Coverage,Moderate,100.0,Eligible
2026-05-19,6709,19,5207,0.7145,High Coverage,Moderate,100.0,Eligible
2026-05-19,6710,11,1299,0.6943,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-19,6712,21,25506,0.5511,High Coverage,Moderate,100.0,Eligible
2026-05-19,6713,22,8716,0.5761,High Coverage,Moderate,100.0,Eligible
2026-05-19,6714,19,12819,0.6202,High Coverage,Moderate,100.0,Eligible
2026-05-19,6715,23,17653,0.5873,High Coverage,Moderate,100.0,Eligible
2026-05-19,6716,13,3035,0.6272,Medium Coverage,Moderate,100.0,Eligible
2026-05-19,6717,9,2740,0.7493,Low Coverage,Moderate,100.0,Not Eligible
2026-05-19,6718,7,853,0.2712,Low Coverage,Stable,100.0,Not Eligible
2026-05-19,6719,8,1205,0.6091,Low Coverage,Moderate,100.0,Not Eligible
2026-05-19,6720,11,3506,0.5223,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-19,6721,10,2577,0.5903,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-19,6722,23,8789,0.5579,High Coverage,Moderate,100.0,Eligible
2026-05-19,6723,22,6904,0.6454,High Coverage,Moderate,100.0,Eligible
2026-05-19,6724,23,11680,0.5646,High Coverage,Moderate,100.0,Eligible
2026-05-19,6725,22,5080,0.5121,High Coverage,Moderate,100.0,Eligible
2026-05-19,6726,20,7543,0.4826,High Coverage,Stable,100.0,Eligible
2026-05-19,6727,23,11397,0.5737,High Coverage,Moderate,100.0,Eligible
2026-05-19,6728,23,24607,0.5916,High Coverage,Moderate,100.0,Eligible
2026-05-19,6730,20,16168,0.6331,High Coverage,Moderate,100.0,Eligible
2026-05-19,6737,21,18032,0.6651,High Coverage,Moderate,100.0,Eligible
2026-05-19,6738,21,20416,0.4689,High Coverage,Stable,100.0,Eligible
2026-05-19,6739,11,2735,0.6562,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-19,6741,24,14200,0.6337,High Coverage,Moderate,100.0,Eligible
2026-05-19,6742,10,1790,0.482,Medium Coverage,Stable,100.0,Not Eligible
2026-05-19,6743,11,1453,0.8035,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-19,6744,8,1442,0.556,Low Coverage,Moderate,100.0,Not Eligible
2026-05-19,6745,6,482,0.5395,Low Coverage,Moderate,100.0,Not Eligible
2026-05-19,6746,3,374,0.5189,Low Coverage,Moderate,100.0,Not Eligible
2026-05-19,6747,21,6015,0.6085,High Coverage,Moderate,100.0,Eligible
2026-05-19,6748,21,16745,0.6285,High Coverage,Moderate,100.0,Eligible
2026-05-19,6749,22,17033,0.5128,High Coverage,Moderate,100.0,Eligible
2026-05-19,6754,4,233,0.6551,Low Coverage,Moderate,100.0,Not Eligible
2026-05-19,6761,1,49,0.0,Low Coverage,Stable,100.0,Not Eligible
2026-05-19,6762,3,141,0.4104,Low Coverage,Stable,100.0,Not Eligible
2026-05-19,6776,17,1533,0.4939,Medium Coverage,Stable,100.0,Eligible
2026-05-19,6779,15,1037,0.6551,Medium Coverage,Moderate,100.0,Eligible
2026-05-19,6780,18,3164,0.6459,High Coverage,Moderate,100.0,Eligible
2026-05-19,6790,20,2529,0.4858,High Coverage,Stable,100.0,Eligible
2026-05-19,6796,20,3827,0.3821,High Coverage,Stable,100.0,Eligible
2026-05-19,6799,20,3894,0.5295,High Coverage,Moderate,100.0,Eligible
2026-05-19,6800,18,3710,0.428,High Coverage,Stable,100.0,Eligible
2026-05-19,6804,15,982,0.5885,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-19,6805,14,907,0.7295,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-19,6806,20,4438,0.5258,High Coverage,Moderate,100.0,Eligible
2026-05-19,6811,18,1858,0.3154,High Coverage,Stable,100.0,Eligible
2026-05-19,6817,19,6181,0.5989,High Coverage,Moderate,100.0,Eligible
2026-05-19,6818,20,4508,0.566,High Coverage,Moderate,100.0,Eligible
2026-05-19,6819,21,12924,0.6732,High Coverage,Moderate,100.0,Eligible
2026-05-19,6821,21,13499,0.564,High Coverage,Moderate,100.0,Eligible
2026-05-19,6822,18,8028,0.5887,High Coverage,Moderate,100.0,Eligible
2026-05-19,6823,13,1048,0.5859,Medium Coverage,Moderate,100.0,Eligible
2026-05-19,6825,12,1136,0.3993,Medium Coverage,Stable,100.0,Eligible
2026-05-19,6827,14,2601,0.4302,Medium Coverage,Stable,100.0,Eligible
2026-05-19,6828,15,2712,0.5069,Medium Coverage,Moderate,100.0,Eligible
2026-05-19,6829,12,1970,0.5339,Medium Coverage,Moderate,100.0,Eligible
2026-05-19,6830,5,1601,0.4063,Low Coverage,Stable,100.0,Not Eligible
2026-05-19,6831,3,408,0.7025,Low Coverage,Moderate,100.0,Not Eligible
2026-05-19,6833,3,439,0.6626,Low Coverage,Moderate,100.0,Not Eligible
2026-05-19,6834,6,2188,0.6244,Low Coverage,Moderate,100.0,Not Eligible
2026-05-19,6835,4,649,0.7977,Low Coverage,Moderate,100.0,Not Eligible
2026-05-19,6836,3,448,0.5113,Low Coverage,Moderate,100.0,Not Eligible
2026-05-19,6837,5,1315,0.5254,Low Coverage,Moderate,100.0,Not Eligible
2026-05-19,6838,5,1582,0.3519,Low Coverage,Stable,100.0,Not Eligible
2026-05-19,6840,3,598,0.5571,Low Coverage,Moderate,100.0,Not Eligible
2026-05-19,6841,7,3159,0.3678,Low Coverage,Stable,100.0,Not Eligible
2026-05-19,6843,14,834,0.5452,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-19,6844,13,931,0.4558,Medium Coverage,Stable,100.0,Not Eligible
2026-05-19,7224,18,10074,0.5615,High Coverage,Moderate,100.0,Eligible
2026-05-19,7321,21,8683,0.4995,High Coverage,Stable,100.0,Eligible
2026-05-19,7322,16,982,0.5057,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-19,8289,2,94,0.1504,Low Coverage,Stable,100.0,Not Eligible
2026-05-19,8290,21,6915,0.5275,High Coverage,Moderate,100.0,Eligible
2026-05-19,9745,12,3523,0.5641,Medium Coverage,Moderate,100.0,Eligible
2026-05-20,10232,15,1610,0.3435,Medium Coverage,Stable,100.0,Eligible
2026-05-20,11201,20,15368,0.5372,High Coverage,Moderate,100.0,Eligible
2026-05-20,11692,22,14326,0.5858,High Coverage,Moderate,100.0,Eligible
2026-05-20,11693,19,10486,0.4094,High Coverage,Stable,100.0,Eligible
2026-05-20,11696,21,7342,0.328,High Coverage,Stable,100.0,Eligible
2026-05-20,12940,21,6774,0.4378,High Coverage,Stable,100.0,Eligible
2026-05-20,13684,13,2249,0.3765,Medium Coverage,Stable,100.0,Eligible
2026-05-20,16717,8,2466,0.6127,Low Coverage,Moderate,100.0,Not Eligible
2026-05-20,16718,24,24738,0.5939,High Coverage,Moderate,100.0,Eligible
2026-05-20,16719,22,3265,0.5113,High Coverage,Moderate,100.0,Eligible
2026-05-20,17707,19,6960,0.3563,High Coverage,Stable,100.0,Eligible
2026-05-20,18213,6,460,0.6127,Low Coverage,Moderate,100.0,Not Eligible
2026-05-20,18705,21,12055,0.5471,High Coverage,Moderate,100.0,Eligible
2026-05-20,20667,20,7807,0.5169,High Coverage,Moderate,100.0,Eligible
2026-05-20,22638,23,8958,0.5104,High Coverage,Moderate,100.0,Eligible
2026-05-20,22639,17,3054,0.3898,Medium Coverage,Stable,100.0,Eligible
2026-05-20,23384,23,33564,0.56,High Coverage,Moderate,100.0,Eligible
2026-05-20,29038,22,14664,0.5693,High Coverage,Moderate,100.0,Eligible
2026-05-20,29039,2,83,0.2215,Low Coverage,Stable,100.0,Not Eligible
2026-05-20,29040,2,75,0.4337,Low Coverage,Stable,100.0,Not Eligible
2026-05-20,30036,20,3251,0.5269,High Coverage,Moderate,100.0,Eligible
2026-05-20,30037,22,4089,0.6326,High Coverage,Moderate,100.0,Eligible
2026-05-20,30038,21,5777,0.6349,High Coverage,Moderate,100.0,Eligible
2026-05-20,30039,21,6583,0.5865,High Coverage,Moderate,100.0,Eligible
2026-05-20,30040,23,6637,0.6683,High Coverage,Moderate,100.0,Eligible
2026-05-20,30041,11,2788,0.7834,Medium Coverage,Moderate,100.0,Not Eligible
2026-05-20,30043,22,9201,0.4687,High Coverage,Stable,100.0,Eligible
2026-05-20,30044,20,2301,0.4597,High Coverage,Stable,100.0,Eligible
2026-05-20,30045,17,4492,0.3724,Medium Coverage,Stable,100.0,Eligible
2026-05-20,30046,23,9546,0.4658,High Coverage,Stable,100.0,Eligible
2026-05-20,30047,20,3798,0.5472,High Coverage,Moderate,100.0,Eligible
2026-05-20,30048,20,3014,0.5522,High Coverage,Moderate,100.0,Eligible
2026-05-20,30049,19,4763,0.5394,High Coverage,Moderate,100.0,Eligible
2026-05-20,30050,20,4624,0.4493,High Coverage,Stable,100.0,Eligible
